xm1_width,xm1_length,xm1_nf,xm1_m,xm2_width,xm2_length,xm2_nf,xm2_m,xm3_width,xm3_length,xm3_nf,xm3_m,xm4_width,xm4_length,xm4_nf,xm4_m,xm5_width,xm5_length,xm5_nf,xm5_m,xm6_width,xm6_length,xm6_nf,xm6_m,xm7_width,xm7_length,xm7_nf,xm7_m,xm8_width,xm8_length,xm8_nf,xm8_m,xm9_width,xm9_length,xm9_nf,xm9_m,xm10_width,xm10_length,xm10_nf,xm10_m,xm11_width,xm11_length,xm11_nf,xm11_m,xm12_width,xm12_length,xm12_nf,xm12_m,xm13_width,xm13_length,xm13_nf,xm13_m,xm14_width,xm14_length,xm14_nf,xm14_m,xm15_width,xm15_length,xm15_nf,xm15_m,xm16_width,xm16_length,xm16_nf,xm16_m,xm17_width,xm17_length,xm17_nf,xm17_m,xm18_width,xm18_length,xm18_nf,xm18_m,xm19_width,xm19_length,xm19_nf,xm19_m,xm1_x1,xm1_y1,xm1_x2,xm1_y2,xm2_x1,xm2_y1,xm2_x2,xm2_y2,xm3_x1,xm3_y1,xm3_x2,xm3_y2,xm4_x1,xm4_y1,xm4_x2,xm4_y2,xm5_x1,xm5_y1,xm5_x2,xm5_y2,xm6_x1,xm6_y1,xm6_x2,xm6_y2,xm7_x1,xm7_y1,xm7_x2,xm7_y2,xm8_x1,xm8_y1,xm8_x2,xm8_y2,xm9_x1,xm9_y1,xm9_x2,xm9_y2,xm10_x1,xm10_y1,xm10_x2,xm10_y2,xm11_x1,xm11_y1,xm11_x2,xm11_y2,xm12_x1,xm12_y1,xm12_x2,xm12_y2,xm13_x1,xm13_y1,xm13_x2,xm13_y2,xm14_x1,xm14_y1,xm14_x2,xm14_y2,xm15_x1,xm15_y1,xm15_x2,xm15_y2,xm16_x1,xm16_y1,xm16_x2,xm16_y2,xm17_x1,xm17_y1,xm17_x2,xm17_y2,xm18_x1,xm18_y1,xm18_x2,xm18_y2,xm19_x1,xm19_y1,xm19_x2,xm19_y2
0.54,0.78,1,1,0.62,0.68,1,1,0.74,0.54,1,1,0.82,0.64,1,1,0.63,0.67,1,1,0.54,0.82,1,1,0.72,0.72,1,1,0.67,0.81,1,1,0.51,0.58,1,1,0.68,0.62,1,1,0.54,0.72,1,1,0.77,0.81,1,1,0.54,0.62,1,1,0.62,0.73,1,1,0.71,0.57,1,1,0.82,0.71,1,1,0.63,0.52,1,1,0.73,0.81,1,1,0.52,0.49,1,1.25,5.807777777777779,1.3550345832848034,6.667777777777779,1.9050345832848035,4.207777777777777,1.4233861233385865,4.967777777777777,2.0533861233385866,5.102222222222222,1.160774407165814,5.722222222222222,1.910774407165814,3.4366666666666688,2.7859552842424637,4.156666666666669,3.615955284242464,3.4622222222222225,2.0850477970778853,4.2122222222222225,2.7250477970778855,6.785266485906184,2.121181833197969,7.685266485906183,2.671181833197969,5.373990844690997,3.5020469565110925,6.173990844690997,4.232046956511093,5.818643763723061,2.7587360579731532,6.70864376372306,3.4387360579731534,4.652222222222223,3.523792639484581,5.312222222222223,4.043792639484581,5.0566666666666675,2.768935899075428,5.756666666666668,3.4589358990754278,4.22331145058592,2.825585385573161,5.02331145058592,3.375585385573161,4.999999999999999,1.9493411363268693,5.889999999999999,2.7293411363268696,4.262222222222223,2.144617657863559,4.962222222222223,2.6946176578635592,5.929444444444444,1.9764769040662222,6.739444444444444,2.606476904066222,6.245711512896376,3.4995983726100954,6.895711512896376,4.219598372610095,6.7972860891411555,1.2234844246730652,7.5872860891411555,2.0534844246730652,4.0110305360602485,3.662117634051377,4.611030536060248,4.302117634051377,3.271228370372607,1.3048431405514833,4.161228370372607,2.0448431405514835,6.788400571792904,2.7623763637212795,7.358400571792904,3.4223763637212796
0.67,0.73,1,1,0.58,0.57,1,1,0.64,0.71,1,1,0.71,0.64,1,1,0.58,0.63,1,1,0.68,0.76,1,1,0.51,0.61,1,1,0.77,0.59,1,1,0.63,0.71,1,1,0.68,0.74,1,1,0.78,0.58,1,1,0.64,0.73,1,1,0.76,0.61,1,1,0.58,0.71,1,1,0.53,0.81,1,1,0.71,0.67,1,1,0.74,0.61,1,1,0.64,0.58,1,1,0.58,0.61,1,1.25,4.243333333333332,2.0859184115728104,5.053333333333332,2.7659184115728106,2.692222222222222,2.010322415632718,3.342222222222222,2.600322415632718,3.4027777777777777,2.0590611850534426,4.192777777777778,2.7090611850534425,3.8333333333333335,4.271501857082033,4.553333333333334,4.991501857082032,1.9322222222222218,3.6181099830905423,2.642222222222222,4.208109983090543,4.248303430926136,3.5290779161204497,5.0883034309261355,4.21907791612045,2.260921887998478,4.290893549139349,2.950921887998478,4.810893549139349,4.607186330627006,4.264694639280946,5.277186330627006,5.044694639280946,2.9966666666666675,4.277055440746422,3.7866666666666675,4.917055440746422,3.388888888888888,3.4718242935341985,4.208888888888888,4.161824293534199,2.6912633409956426,3.449665510282913,3.3512633409956427,4.239665510282913,3.387777777777777,2.7651292267129177,4.197777777777777,3.4151292267129176,2.6638888888888888,2.6391124797740506,3.3538888888888887,3.4091124797740506,4.2583333333333355,2.8435242966991163,5.048333333333336,3.433524296699116,5.132580927254607,3.569078648827265,6.022580927254607,4.109078648827265,1.8761200710651664,2.036669577615929,2.6261200710651664,2.756669577615929,1.925882628189702,2.7972732103320745,2.615882628189702,3.5472732103320745,5.12686188114043,2.844357354107434,5.78686188114043,3.494357354107434,5.124359246792522,2.063067492144529,5.814359246792522,2.7980674921445288
0.67,0.73,1,1,0.68,0.67,1,1,0.81,0.71,1,1,0.71,0.64,1,1,0.58,0.63,1,1,0.68,0.76,1,1,0.51,0.61,1,1,0.77,0.59,1,1,0.73,0.61,1,1,0.68,0.74,1,1,0.78,0.68,1,1,0.64,0.73,1,1,0.67,0.71,1,1,0.78,0.81,1,1,0.63,0.71,1,1,0.61,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.78,0.61,1,1.25,5.543333333333332,1.8187291253874072,6.353333333333332,2.498729125387407,3.9033333333333333,1.8191395580751182,4.653333333333333,2.5091395580751183,4.702777777777779,1.7315583453997578,5.492777777777779,2.5515583453997577,5.833333333333331,4.109133342362897,6.553333333333331,4.829133342362897,6.465555555555554,3.4161913694828194,7.175555555555554,4.00619136948282,5.565748816207948,3.3632082777927317,6.4057488162079474,4.053208277792732,3.616856645773895,4.180180314579116,4.306856645773895,4.700180314579116,5.103378592548189,4.088741504988577,5.773378592548189,4.868741504988577,4.363333333333333,4.114826451050488,5.053333333333333,4.854826451050489,4.699999999999999,3.3212980402949017,5.52,4.011298040294902,3.9046883317957537,3.273782025781583,4.6646883317957535,4.063782025781583,4.709999999999999,2.606574470311686,5.519999999999999,3.256574470311686,3.880555555555556,2.545232276972528,4.670555555555556,3.225232276972528,5.552777777777777,2.5300639205454454,6.442777777777777,3.3200639205454454,3.0394091943350623,2.6045923639492585,3.8294091943350623,3.2445923639492587,6.406663310062429,1.6813683389471161,7.156663310062429,2.3013683389471162,3.043128165822966,3.3069678798199473,3.833128165822966,4.056967879819947,2.9806595476757636,1.7880029203884789,3.8406595476757635,2.538002920388479,6.492152921217849,2.352539503651083,7.182152921217849,3.337539503651083
0.72,0.71,1,1,0.77,0.63,1,1,0.71,0.71,1,1,0.71,0.64,1,1,0.68,0.63,1,1,0.78,0.56,1,1,0.67,0.71,1,1,0.78,0.68,1,1,0.73,0.56,1,1,0.78,0.64,1,1,0.78,0.72,1,1,0.74,0.71,1,1,0.77,0.67,1,1,0.78,0.71,1,1,0.73,0.68,1,1,0.71,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.68,0.71,1,1.25,5.111111111111112,0.9372208718519983,5.901111111111112,1.6672208718519983,3.513333333333333,0.8864348291144585,4.223333333333333,1.6664348291144586,4.272777777777779,0.9430589299284436,5.062777777777779,1.6630589299284435,5.914444444444444,2.5690756430143353,6.634444444444444,3.2890756430143355,3.191111111111111,3.377294593845893,3.9011111111111108,4.067294593845893,5.487322020779867,3.362723236556221,6.127322020779867,4.152723236556222,4.644723453695558,3.377624175698539,5.434723453695558,4.057624175698539,5.107983552153652,2.5386876901784126,5.867983552153651,3.3286876901784126,3.9500000000000006,3.3643993664970653,4.590000000000001,4.1043993664970655,4.314444444444444,2.5241489562861608,5.034444444444444,3.314148956286161,3.4529130527142495,2.5155097305739496,4.252913052714249,3.3055097305739496,4.277777777777779,1.723599858685735,5.067777777777779,2.473599858685735,3.481666666666667,1.6973938935775648,4.231666666666667,2.477393893577565,5.128333333333334,1.7178104564082641,5.918333333333334,2.507810456408264,6.853191770662328,1.7583919594668918,7.613191770662328,2.4983919594668915,5.959613400619527,0.9408307346261239,6.709613400619527,1.6608307346261237,6.69469602636789,2.539851242021253,7.48469602636789,3.289851242021253,5.958133092648302,1.7411688998501305,6.818133092648302,2.4911688998501305,6.177160394079268,3.3436578535126062,6.967160394079268,4.203657853512606
0.62,0.71,1,1,0.67,0.63,1,1,0.81,0.71,1,1,0.71,0.64,1,1,0.78,0.73,1,1,0.78,0.76,1,1,0.61,0.71,1,1,0.67,0.59,1,1,0.73,0.61,1,1,0.68,0.74,1,1,0.78,0.68,1,1,0.64,0.73,1,1,0.67,0.71,1,1,0.78,0.81,1,1,0.63,0.71,1,1,0.61,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.78,0.61,1,1.25,4.985555555555557,1.9253451218598707,5.775555555555557,2.5553451218598706,3.3766666666666665,1.8955905538495734,4.086666666666666,2.5755905538495734,4.125000000000001,1.826285195370989,4.915000000000001,2.6462851953709894,4.522222222222221,4.205738623534926,5.242222222222221,4.925738623534926,2.51,1.7820405002615454,3.32,2.5720405002615454,5.838088030822968,1.7466768823090377,6.678088030822968,2.5366768823090378,2.9387853306933716,4.2889853525287975,3.7287853306933716,4.908985352528798,5.292581122129091,4.220140452088784,5.962581122129091,4.900140452088784,3.7744444444444447,4.179749518244805,4.464444444444444,4.919749518244805,4.088888888888889,3.4197881195905357,4.908888888888889,4.109788119590536,3.2790282589387116,3.3380353918432784,4.039028258938711,4.128035391843278,4.098888888888888,2.702075233732398,4.908888888888888,3.352075233732398,3.2583333333333333,2.6204753615606533,4.048333333333333,3.3004753615606535,4.963888888888889,2.5891727577910046,5.853888888888888,3.3791727577910047,5.8842068787428765,3.3908866129822144,6.6742068787428765,4.030886612982214,2.4727876152711574,3.6425933003576727,3.2227876152711574,4.262593300357673,5.910033201902118,2.5842410957186783,6.700033201902118,3.3342410957186783,4.969762552201713,3.413628102337765,5.829762552201713,4.163628102337765,2.5146319471635845,2.609655736582954,3.2046319471635845,3.594655736582954
0.62,0.71,1,1,0.67,0.63,1,1,0.81,0.71,1,1,0.71,0.64,1,1,0.78,0.73,1,1,0.78,0.76,1,1,0.61,0.71,1,1,0.67,0.59,1,1,0.73,0.61,1,1,0.68,0.74,1,1,0.78,0.68,1,1,0.64,0.73,1,1,0.67,0.71,1,1,0.78,0.81,1,1,0.63,0.71,1,1,0.61,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.78,0.61,1,1.25,4.541111111111112,2.0478070454858974,5.331111111111112,2.6778070454858973,2.943333333333333,2.019342133284836,3.653333333333333,2.699342133284836,3.691666666666667,2.0358546602985115,4.4816666666666665,2.8558546602985118,4.91111111111111,4.375040009483304,5.631111111111109,5.095040009483304,5.421111111111109,3.541831027807706,6.231111111111109,4.331831027807706,4.545995041736427,3.55573085069974,5.385995041736427,4.34573085069974,4.075894347678704,4.373776402894201,4.865894347678704,4.993776402894201,2.622213399445183,4.329432259221361,3.292213399445183,5.009432259221361,3.341111111111111,4.3033419581905425,4.031111111111111,5.043341958190543,3.666666666666666,3.575776586936471,4.486666666666666,4.265776586936471,2.8724694326424487,3.4695594031647734,3.6324694326424485,4.259559403164774,3.6766666666666663,2.893443385195241,4.486666666666666,3.543443385195241,2.8472222222222223,2.735705971779061,3.6372222222222224,3.415705971779061,4.519444444444444,2.7272650734477843,5.409444444444444,3.5172650734477844,2.115946398524724,1.9155719623725929,2.905946398524724,2.5555719623725928,2.0665448932097217,2.5955687683108657,2.8165448932097217,3.215568768310866,5.4075174127356425,1.9567596581977162,6.1975174127356425,2.7067596581977162,5.464442974223979,2.7503802130470754,6.324442974223979,3.5003802130470754,2.126199653312134,3.2574499762212596,2.816199653312134,4.24244997622126
0.72,0.71,1,1,0.77,0.63,1,1,0.71,0.71,1,1,0.71,0.64,1,1,0.68,0.63,1,1,0.78,0.56,1,1,0.67,0.71,1,1,0.78,0.68,1,1,0.73,0.56,1,1,0.78,0.64,1,1,0.78,0.72,1,1,0.74,0.71,1,1,0.77,0.67,1,1,0.78,0.71,1,1,0.73,0.68,1,1,0.71,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.68,0.71,1,1.25,5.233333333333334,1.9981331577375434,6.023333333333334,2.7281331577375436,3.657777777777777,1.9920707314239432,4.367777777777777,2.772070731423943,4.4061111111111115,2.020134464652412,5.196111111111112,2.740134464652412,6.447777777777777,4.428732893110827,7.1677777777777765,5.148732893110827,6.068888888888889,2.753494234639557,6.778888888888889,3.443494234639557,2.916870457598916,2.8221359632993637,3.556870457598916,3.6121359632993637,4.7854267270999316,4.468265364886895,5.575426727099932,5.148265364886894,5.6336586336709935,4.422333930943044,6.393658633670993,5.212333930943044,4.094444444444444,4.471913847615041,4.734444444444444,5.211913847615041,4.4366666666666665,3.59726862184413,5.156666666666666,4.387268621844131,3.6066875758322463,3.6367876737197773,4.406687575832247,4.426787673719778,4.400000000000001,2.805685653981119,5.190000000000001,3.555685653981119,3.615,2.815103194902205,4.365,3.5951031949022054,5.228333333333334,2.7699287641328643,6.018333333333334,3.5599287641328643,2.8025438479483196,3.6664650760323125,3.5625438479483194,4.406465076032313,6.069040256624114,1.9791646506221232,6.819040256624114,2.699164650622123,3.2427086452234986,4.475926098174296,4.032708645223498,5.225926098174296,5.200159130470086,3.6222030029357977,6.060159130470086,4.372203002935798,6.114181952207114,3.4898435591866526,6.904181952207114,4.349843559186652
0.62,0.71,1,1,0.67,0.63,1,1,0.81,0.71,1,1,0.71,0.64,1,1,0.78,0.73,1,1,0.78,0.76,1,1,0.61,0.71,1,1,0.67,0.59,1,1,0.73,0.61,1,1,0.68,0.74,1,1,0.78,0.68,1,1,0.64,0.73,1,1,0.67,0.71,1,1,0.78,0.81,1,1,0.63,0.71,1,1,0.61,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.78,0.61,1,1.25,5.352222222222222,1.962933883042005,6.142222222222222,2.592933883042005,3.7099999999999995,1.9751295084140692,4.42,2.655129508414069,4.502777777777781,1.9472734975227044,5.292777777777781,2.7672734975227042,3.388888888888889,4.256017867598277,4.108888888888889,4.9760178675982765,5.309999999999999,3.4531239641128684,6.119999999999998,4.243123964112868,6.172849405280216,3.44921596457027,7.012849405280216,4.2392159645702705,4.898924248551604,4.296827626744398,5.688924248551604,4.916827626744398,5.72260776158357,4.283844528822189,6.39260776158357,4.963844528822189,4.152222222222223,4.258049110051518,4.842222222222222,4.998049110051518,4.444444444444443,3.5225952757822285,5.264444444444443,4.2125952757822285,3.632466328485056,3.42647449802883,4.392466328485056,4.2164744980288305,4.476666666666666,2.8020997983253726,5.286666666666665,3.4520997983253725,3.6361111111111115,2.7082244440176932,4.426111111111111,3.3882244440176934,5.330555555555555,2.629633263101248,6.2205555555555545,3.419633263101248,2.8060499860660064,2.745252178644932,3.5960499860660065,3.385252178644932,6.183220897909765,1.7780631966640104,6.933220897909765,2.3980631966640105,2.806777379170596,3.437677316091184,3.596777379170596,4.187677316091184,2.744894991543826,1.9456143838445605,3.604894991543826,2.6956143838445605,6.267623119655257,2.432173557605335,6.957623119655256,3.4171735576053353
0.72,0.81,1,1,0.77,0.73,1,1,0.71,0.81,1,1,0.71,0.74,1,1,0.78,0.73,1,1,0.78,0.76,1,1,0.81,0.71,1,1,0.77,0.68,1,1,0.73,0.71,1,1,0.68,0.74,1,1,0.78,0.68,1,1,0.64,0.73,1,1,0.67,0.71,1,1,0.78,0.81,1,1,0.63,0.71,1,1,0.61,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.78,0.61,1,1.25,5.51111111111111,1.544840278220487,6.40111111111111,2.274840278220487,3.7244444444444444,1.50778439769388,4.5344444444444445,2.28778439769388,4.578333333333332,1.587945289717012,5.468333333333332,2.3079452897170123,5.869999999999999,3.9572497016528687,6.6899999999999995,4.677249701652869,2.868888888888889,1.435615877298167,3.678888888888889,2.225615877298167,6.455701767083994,1.4984740001403873,7.295701767083994,2.288474000140387,5.037412516912342,3.8046049311435954,5.827412516912342,4.624604931143596,3.4013983664220055,3.9709678740075742,4.161398366422006,4.750967874007574,4.2,3.8720302393167696,4.99,4.61203023931677,4.647777777777778,3.0719049474664524,5.467777777777778,3.7619049474664523,3.840789839938304,3.0396993111236297,4.600789839938304,3.8296993111236297,4.624444444444444,2.369564973436561,5.434444444444444,3.019564973436561,3.7727777777777782,2.3282065830031744,4.562777777777778,3.0082065830031746,5.511666666666667,2.3191783846651317,6.401666666666666,3.1091783846651317,3.003809843341469,3.2912742015847765,3.793809843341469,3.9312742015847766,5.5248030785961255,3.147755288770108,6.2748030785961255,3.767755288770108,6.4450750345276075,2.3625112455409814,7.235075034527608,3.1125112455409814,6.322630823912267,3.149720737753688,7.182630823912267,3.899720737753688,2.9973713803737985,2.2673325290116937,3.6873713803737984,3.252332529011694
0.67,0.63,1,1,0.61,0.57,1,1,0.54,0.71,1,1,0.71,0.54,1,1,0.58,0.53,1,1,0.58,0.76,1,1,0.51,0.81,1,1,0.77,0.59,1,1,0.53,0.71,1,1,0.58,0.54,1,1,0.78,0.58,1,1,0.64,0.73,1,1,0.55,0.61,1,1,0.58,0.71,1,1,0.53,0.81,1,1,0.71,0.77,1,1,0.74,0.51,1,1,0.53,0.53,1,1,0.58,0.81,1,1.25,5.133333333333333,1.6802166164838768,5.843333333333333,2.3602166164838767,3.5933333333333346,1.730226442885094,4.243333333333334,2.350226442885094,4.292777777777778,1.769752366767889,5.082777777777778,2.319752366767889,2.9233333333333333,3.0706846914888204,3.5433333333333334,3.7906846914888206,5.877777777777778,1.6798820088129556,6.4877777777777785,2.2698820088129557,2.7139341334423883,1.6961792532382607,3.553934133442388,2.2861792532382608,4.676394449244134,3.835687694451879,5.566394449244133,4.355687694451879,5.606097668944637,3.080790471798826,6.276097668944637,3.8607904717988264,3.831111111111111,3.8211354037568657,4.6211111111111105,4.361135403756865,4.29,3.1118359575980135,4.91,3.7018359575980133,3.581726405259311,2.981229918850902,4.241726405259311,3.771229918850902,4.288888888888887,2.3542847767114425,5.098888888888887,3.0042847767114425,3.5538888888888884,2.3832863762111733,4.243888888888888,2.9432863762111734,5.148333333333335,2.4026692598462844,5.938333333333335,2.9926692598462843,2.8900246422132554,3.8228273227446645,3.7800246422132555,4.362827322744664,2.678209055151279,2.320027026219608,3.528209055151279,3.040027026219608,4.967603358131403,3.041939198973969,5.557603358131403,3.791939198973969,5.593172456154756,3.8878625490636076,6.203172456154756,4.427862549063608,5.977001403144977,2.3124288984640495,6.867001403144977,3.0474288984640494
0.72,0.71,1,1,0.77,0.63,1,1,0.71,0.71,1,1,0.71,0.64,1,1,0.68,0.63,1,1,0.78,0.56,1,1,0.67,0.71,1,1,0.78,0.68,1,1,0.73,0.56,1,1,0.78,0.64,1,1,0.78,0.72,1,1,0.74,0.71,1,1,0.77,0.67,1,1,0.78,0.71,1,1,0.73,0.68,1,1,0.71,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.68,0.71,1,1.25,4.233333333333334,1.9718784196630506,5.023333333333334,2.7018784196630508,2.6466666666666665,1.9096098529953554,3.3566666666666665,2.689609852995355,3.395,1.9677953499337875,4.185,2.687795349933787,1.8144444444444443,2.7386627619421686,2.5344444444444445,3.4586627619421684,4.135555555555555,3.583400129917666,4.845555555555555,4.2734001299176665,4.8905639986016824,3.5673356037759545,5.530563998601682,4.3573356037759545,2.175002312597751,4.387993948312453,2.965002312597751,5.067993948312453,5.04035779482278,2.7269099057815307,5.80035779482278,3.5169099057815307,3.016666666666667,4.3807165286327265,3.656666666666667,5.120716528632727,3.37,3.529202570886713,4.09,4.319202570886713,2.521849055903508,3.5460620382450223,3.321849055903508,4.336062038245022,3.3777777777777778,2.730466529175733,4.167777777777777,3.480466529175733,2.581666666666667,2.7205483238940285,3.331666666666667,3.5005483238940283,4.206111111111111,2.7381116743084233,4.996111111111111,3.5281116743084233,5.057999810455707,1.9461531004235093,5.8179998104557065,2.6861531004235095,3.7096139373107535,4.359003327065467,4.4596139373107535,5.079003327065466,4.512080589864504,4.398003067051847,5.302080589864504,5.148003067051847,1.7406026952414162,1.931873024211621,2.6006026952414163,2.681873024211621,1.6818452753743975,3.4981911860586354,2.4718452753743976,4.358191186058636
0.67,0.73,1,1,0.58,0.57,1,1,0.64,0.71,1,1,0.71,0.64,1,1,0.68,0.63,1,1,0.58,0.76,1,1,0.51,0.61,1,1,0.77,0.59,1,1,0.53,0.71,1,1,0.68,0.74,1,1,0.78,0.58,1,1,0.64,0.73,1,1,0.76,0.61,1,1,0.58,0.71,1,1,0.53,0.81,1,1,0.71,0.67,1,1,0.74,0.61,1,1,0.64,0.58,1,1,0.58,0.61,1,1.25,4.787777777777777,1.6147973175681252,5.597777777777776,2.294797317568125,3.2366666666666672,1.6339363112757188,3.886666666666667,2.2239363112757187,3.9472222222222224,1.6468486106717168,4.737222222222222,2.296848610671717,2.4444444444444438,2.331076156434529,3.1644444444444435,3.0510761564345286,4.832222222222223,3.015311445768612,5.542222222222223,3.705311445768612,2.3767051719005594,3.1043098824476876,3.2167051719005593,3.6943098824476874,2.7682043677767574,3.910045024154245,3.4582043677767573,4.430045024154245,5.655307014315288,2.2315626728304223,6.325307014315288,3.011562672830422,3.5077777777777777,3.907217824764238,4.297777777777777,4.4472178247642375,3.955555555555555,3.0771395138415887,4.775555555555555,3.7671395138415886,3.254353254119589,3.083937395387976,3.9143532541195887,3.873937395387976,3.954444444444444,2.357927953147574,4.764444444444444,3.0079279531475738,3.219444444444444,2.261641051538313,3.909444444444444,3.031641051538313,4.813888888888889,2.3411526889929237,5.603888888888889,2.9311526889929236,5.635041228600338,1.6549443617126613,6.525041228600338,2.194944361712661,5.096920683771158,3.866178522770779,5.846920683771158,4.586178522770779,5.60384418915146,3.074382664944107,6.293844189151461,3.824382664944107,2.5078687852181085,1.63689511160654,3.1678687852181087,2.28689511160654,4.352909030208646,3.820136043687397,5.042909030208646,4.555136043687397
0.72,0.71,1,1,0.77,0.63,1,1,0.71,0.71,1,1,0.71,0.64,1,1,0.68,0.63,1,1,0.78,0.56,1,1,0.67,0.71,1,1,0.78,0.68,1,1,0.73,0.56,1,1,0.78,0.64,1,1,0.78,0.72,1,1,0.74,0.71,1,1,0.77,0.67,1,1,0.78,0.71,1,1,0.73,0.68,1,1,0.71,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.68,0.71,1,1.25,4.222222222222223,2.0922696342734914,5.012222222222223,2.8222696342734914,2.6133333333333333,2.059275084059848,3.3233333333333333,2.8392750840598477,3.372777777777778,2.116833004024382,4.1627777777777775,2.836833004024382,4.958888888888888,3.74388021273673,5.6788888888888875,4.46388021273673,4.557777777777778,4.565697528562966,5.267777777777778,5.255697528562966,5.316965863115963,4.5135400464829765,5.956965863115963,5.3035400464829765,3.7267259050245056,4.562555302412816,4.516725905024505,5.242555302412816,4.158684862057327,3.709641603394283,4.918684862057327,4.4996416033942825,3.0388888888888896,4.544307789129266,3.6788888888888898,5.284307789129266,3.4033333333333333,3.702448922874988,4.123333333333333,4.492448922874988,2.568451573216229,3.6985141067491205,3.368451573216229,4.48851410674912,3.3777777777777778,2.8899832722567833,4.167777777777777,3.6399832722567833,2.581666666666667,2.878083907544683,3.331666666666667,3.6580839075446834,4.217222222222223,2.8626063831790085,5.007222222222223,3.6526063831790085,5.042914542534123,2.9243670088484874,5.802914542534123,3.6643670088484877,5.060268038401488,2.1338032686734176,5.810268038401488,2.853803268673418,5.868059615548778,2.0478424077757986,6.658059615548778,2.7978424077757986,5.73159430938311,3.7249197194675316,6.59159430938311,4.474919719467532,5.853666511481021,2.8264806394991084,6.643666511481021,3.6864806394991083
0.72,0.71,1,1,0.77,0.63,1,1,0.71,0.71,1,1,0.71,0.64,1,1,0.68,0.63,1,1,0.78,0.56,1,1,0.67,0.71,1,1,0.78,0.68,1,1,0.73,0.56,1,1,0.78,0.64,1,1,0.78,0.72,1,1,0.74,0.71,1,1,0.77,0.67,1,1,0.78,0.71,1,1,0.73,0.68,1,1,0.71,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.68,0.71,1,1.25,5.488888888888889,1.3347556666994882,6.278888888888889,2.0647556666994884,3.8799999999999994,1.3310371880030902,4.59,2.11103718800309,4.650555555555557,1.3967869718117605,5.440555555555557,2.1167869718117602,3.081111111111112,3.038803185802658,3.801111111111112,3.758803185802658,3.0799999999999996,2.2598211074541377,3.7899999999999996,2.9498211074541376,6.345244466829999,2.123235560435514,6.9852444668299984,2.9132355604355142,3.455453909914313,3.855540728767875,4.245453909914313,4.535540728767875,5.465240384836572,2.962039871101886,6.225240384836572,3.752039871101886,4.294444444444445,3.8354907920673513,4.934444444444445,4.5754907920673515,4.692222222222222,2.9690288793935786,5.412222222222222,3.7590288793935787,3.853104046924144,2.9918964186049823,4.6531040469241445,3.7818964186049824,4.655555555555557,2.1600556870620045,5.445555555555557,2.9100556870620045,3.8594444444444447,2.163063768051503,4.609444444444445,2.943063768051503,5.495000000000001,2.10421170925297,6.285000000000001,2.89421170925297,4.989307606713834,3.8197142870829044,5.749307606713834,4.559714287082905,6.318862428794628,1.3521483943829784,7.068862428794628,2.072148394382978,3.004482660675886,1.4400486073608707,3.794482660675886,2.190048607360871,5.806569250520686,3.874959771212545,6.666569250520686,4.624959771212545,6.2853796512922635,2.97980205176345,7.0753796512922635,3.83980205176345
0.72,0.71,1,1,0.77,0.63,1,1,0.81,0.71,1,1,0.67,0.74,1,1,0.71,0.73,1,1,0.73,0.76,1,1,0.67,0.51,1,1,0.78,0.68,1,1,0.73,0.56,1,1,0.78,0.64,1,1,0.78,0.72,1,1,0.74,0.71,1,1,0.77,0.67,1,1,0.78,0.71,1,1,0.73,0.68,1,1,0.71,0.67,1,1,0.74,0.71,1,1,0.74,0.78,1,1,0.78,0.71,1,1.25,4.463333333333334,1.757393022689606,5.253333333333334,2.4873930226896057,2.854444444444444,1.7154702357301717,3.564444444444444,2.4954702357301715,3.6138888888888894,1.6679499002939462,4.403888888888889,2.4879499002939465,5.188888888888888,3.448760930896599,6.0088888888888885,4.128760930896599,4.854444444444442,4.204685124968287,5.664444444444442,4.924685124968287,3.9647433962312864,4.205737211115789,4.804743396231286,4.945737211115789,2.636242551583315,4.196577233354739,3.226242551583315,4.876577233354738,4.378044309818912,3.3642548187778396,5.138044309818912,4.15425481877784,3.2800000000000002,4.1924562880860865,3.9200000000000004,4.932456288086087,3.611111111111111,3.3462896664007085,4.331111111111111,4.1362896664007085,2.7781981921896217,3.3516594072807853,3.5781981921896215,4.141659407280786,3.5966666666666667,2.5478749576804502,4.386666666666667,3.2978749576804502,2.8005555555555564,2.5257641345405375,3.5505555555555564,3.3057641345405377,4.425000000000002,2.5361695262239343,5.215000000000002,3.3261695262239344,6.082933928041558,3.3980214385355807,6.842933928041558,4.1380214385355805,6.103125608615958,2.612008107792307,6.853125608615958,3.3320081077923067,5.25759308659148,2.641912933164666,6.04759308659148,3.391912933164666,5.728116856325786,4.197410431673096,6.588116856325787,4.947410431673096,5.291633063392918,1.6051243747263393,6.081633063392918,2.590124374726339
